pmpilogkw,pspilogkw,pmpidlogk,pspidlogk,pmpilogS2,pspilogS2
0.542767948775001,0.15707042290612,0.461424403849999,0.128890312993659,0.04675046592748,0.0310846287256825
0.277816817100001,0.117258716575023,0.122396346540125,0.10213586945141,0.0175416294522868,0.0248660573735245
0.2251283374,0.0494373256349139,0.178127312725,0.0421944228639354,0.024998844145425,0.00752135537946788
0.23984521675,0.117666936170678,0.26056739222025,0.111436427071376,-0.0226483538127375,0.0309618181315897
0.16081115705,0.0809363291036169,0.0814367399985751,0.0880597353308083,-0.000530593346569999,0.0326543549005616
0.384034104074999,0.25623953261804,0.563220277010251,0.284792238330559,-0.04303160528145,0.0678902060592375
0.563305409375001,0.212410609884869,0.33869401554075,0.172725982213683,0.0586868078359501,0.0451519476487043
0.630287987899999,0.335603700625479,0.41443700603075,0.251388378928162,0.010667858577625,0.0610621047993633
1.72797251,0.148838645963449,-0.0727373540842751,0.120853844723802,-0.0781974879529999,0.0300522387945108
1.0474055715,0.134079984975826,0.3007427448875,0.106247557673769,0.037301676641475,0.0252919354127445
1.708679285,0.144207673803389,-0.023122402111425,0.121992505381941,-0.0568156597278249,0.030575954856812
0.871358913999997,0.141144354893445,0.505289401,0.111090289710779,0.02603477882545,0.0249760913270502
0.362826302525,0.199410520359382,0.49407118145,0.190120399875332,-0.0330481963357449,0.0504412104090635
2.2486521675,0.110851949056746,0.50287666225,0.0916698647635151,-0.0968531738750001,0.0171626230321472
0.260101698625,0.11075063370735,0.14032367412355,0.0967576214367125,0.032224083702775,0.0314310599007865
2.33582452,0.231216068940079,0.472589247710001,0.180682144806345,-0.0924330583067999,0.0496153676797493
0.439992273249999,0.268887884615454,0.3001870834187,0.220044328871044,0.0656232666130751,0.0674989547984115
0.614752787375,0.258434324978488,0.331492235685494,0.224463869775017,0.0303173837014251,0.0453457500049007
0.563693219650001,0.187569264454383,0.45488691935,0.150712783921045,-0.0613656317533251,0.0331182743963992
0.4837682296,0.296187024550437,0.416877914125501,0.248758370633823,0.0429254733692499,0.0666953388593181
0.302680633275,0.110857917496738,0.2288261968815,0.0999985721336677,-0.00923654149820451,0.0206252390308076
0.212226679575,0.0598263586755393,0.1902163966,0.0509835878257423,0.003906465151745,0.00987378973228497
1.156836565,0.364025133356342,0.952658466749999,0.307361541127754,-0.0221303140762375,0.0425712965152016
1.21205707345,0.513092024216993,1.006182292025,0.414721092681463,-0.0087607178928275,0.0515210537221402
0.34718542751,0.233821549459294,0.532050340958,0.265266896114703,-0.02917830228865,0.0666660489404054
0.718557148749999,0.0955468055121887,0.406287844750001,0.0785332534719839,0.0445615315177499,0.0162107912765443
0.619565462,0.0969414223190394,0.458496948499999,0.0826273771118262,0.0278658262322874,0.0160366208779664
0.4440775653,0.164027032730936,0.321117981732725,0.136694233945232,0.01261760640007,0.0344054917793083
1.09072934675,0.23789932673547,0.789078194750001,0.195741973574635,0.074555977508725,0.0412472176602449
0.933862346500001,0.120929023121915,0.658443478750001,0.0997243907132369,0.0388372192218499,0.0189565252014915
0.817613948499999,0.141554834796661,0.627716917499999,0.117837650006097,0.109863864025,0.0254065306678039
0.200095710175,0.10336416214179,0.10148620584988,0.112082383284051,0.0581986374154499,0.038579389713471
0.37195176588,0.206058707645235,0.627388016000001,0.199440219373686,0.01543377554745,0.0571626138365659
0.98454432205,0.492901315525113,0.34985756291075,0.26939631695513,0.0143901521680751,0.0665110947573474
1.6483826795,0.232231133941806,0.21832184624825,0.166505628060522,-0.0157283366756,0.0425897641489419
0.38705289445,0.17384583434236,0.236689208499774,0.157618462143411,-0.054740781207925,0.0407549894385153
0.442844276700001,0.286704793671775,0.412216090093926,0.246333026982959,-0.00728326077285002,0.0656219589705744
0.672872618475,0.417155558495652,0.22923964139675,0.26316992363973,-0.019694693731365,0.064071282239768
0.4526628605,0.0825669292676929,0.313923382249999,0.0678554903416418,0.0987713041249998,0.0151919924891536
1.96496807275,0.361000819315296,0.3841553254081,0.229733200565775,-0.0692504791145748,0.0605704913023193
0.509478623950001,0.226096314330925,0.451818228507499,0.18209192013573,0.012086743210775,0.0449462808924517
0.37454783765,0.200325342120567,0.22875503261865,0.208508431094385,0.0080298262390875,0.0500017540627154
0.759770167350001,0.300770692747077,0.610891884425001,0.212316202073224,0.016470846177025,0.0519662399221517
0.4901905014,0.273838288759573,0.34005144313,0.226840719831304,0.0234506433399,0.0631382112204847
1.183321426975,0.617096880108025,0.054018954382075,0.384220795629177,0.00915987788449998,0.0689582869466637
0.697809339650001,0.259955590711476,0.434261424172501,0.19381517623208,0.0783041620815502,0.0507771088645931
0.86486373175,0.14898614566209,0.627836189000001,0.124597258862624,0.00019812669616025,0.0263495077981387
0.619291993475,0.286465989724712,0.374581258497999,0.219111826053447,-0.030029856923475,0.0545036802340247
0.280633350925,0.148718305747034,0.3298859544075,0.142298611381871,-0.0903156779152502,0.0481429864034787
0.804628325499998,0.157694883647086,0.613231208999999,0.133345266501078,0.0646281222462751,0.0252492182551824
0.862430298350002,0.515301475211767,0.14482453933725,0.341085616115379,-0.020155952930645,0.0668818715007314
0.641623327912502,0.333379025794367,0.15763003365295,0.252218803852672,0.00480781590742501,0.0594167267199357
1.31198366075,0.407117324691251,0.492098891044251,0.240233754265788,0.002421092944705,0.0533353721192846
1.78889872,0.226768165068719,0.3308337134985,0.160758546395707,-0.132411373875,0.042119698016998
0.382350328174999,0.236948985938077,0.48139308941275,0.218962316389575,-0.01238616258401,0.0668135417284783
0.542031533300001,0.303517619136093,0.532923934661,0.236421004761374,1.54435445500016e-05,0.06172284757516
0.350214693472499,0.269803392682329,0.582312064018499,0.329424482822483,0.01224979589145,0.0680461689316588
0.801892860199999,0.462772153227825,0.411391077395074,0.259141530680883,0.005380990308575,0.0661339645741636
0.614627729750001,0.18857312820737,0.561834497675,0.15606012252687,-0.0947763992512498,0.0364796809629294
0.43068430687,0.256091156832999,0.507875682132999,0.235398983572919,0.04510661226275,0.0645243276056042
0.632882545025002,0.292310861548085,0.3619144840265,0.224594736157576,-0.0140553261582,0.0576376845909637
0.952421499224999,0.588742675403912,0.786767532505001,0.456714706832234,0.0580925318029249,0.0699483142096241
2.1285288275,0.155031254108286,1.638042505,0.133866488150834,0.0262449779550375,0.0246968877403446
0.710773597199999,0.436823070207657,0.369528625575249,0.270363585148912,-0.049442861993425,0.070032866703544
0.671974223950001,0.333026311287506,0.5284740369435,0.249737859625371,0.00681047639662499,0.0549680936980765
0.577225257875,0.425960704955616,0.15565058301175,0.412585312134541,0.0377711522115749,0.0695489281857903
0.485957824449999,0.271087852050533,0.448268034576449,0.219678044768893,0.01140933315165,0.0592325205608767
1.28925924,0.310329844390857,0.934142358750001,0.247006178926214,0.0702099594906775,0.0410818129291164
0.710115234349999,0.279463554965774,0.3377962432001,0.212040464806002,0.10974975828015,0.0537459285637396
0.796277369999999,0.223775050278348,0.6054564746,0.19419913671165,-0.0712091923314999,0.0342782666936462
0.449033005225,0.223755620129232,0.34707189372515,0.189586442812787,-0.022945122543525,0.0525197381378463
0.420689441050001,0.324227105442327,0.570714044603751,0.421177890975895,0.010355729534975,0.0680090792142718
0.713204226525003,0.479652212011069,0.43494864015225,0.278532694167912,0.00525040385960001,0.0680254706474943
0.0663800009775,0.0292718874669287,0.035192677547725,0.0318489429816048,-0.01727228313635,0.00969883154438761
0.305293717805,0.13763069951036,0.220759448386849,0.120310340012296,-0.01880560839915,0.0378336579441131
0.09795104397,0.0389300059965646,-0.047284084293225,0.0355115575646684,0.00779675744699249,0.00893196428152142
0.43078854,0.0415883613855798,0.36094825475,0.0343955383242944,0.02530027610525,0.00744008445935719
0.5016575937,0.207017110223211,0.4210496887,0.175906571633262,-0.0104221441352945,0.0534702381135279
0.4462295101,0.27202548633879,0.32396098303425,0.203421776530061,-0.02563601047594,0.0612153623527022
